Artikel;Netto;id;Name ES
07-2000270;852,60;270914;
07-2000273;619,50;271009;
07-2000274;34,70;271038;
07-2000275;37,80;271037;
07-2000276;294,00;271063;
07-2000277;294,00;271064;
08-1000004;497,30;267975;Cubierta tiro de succión con ventilador Hanning 80-100kW
08-1000010;291,10;267976;Carcasa tiro de succión Hanning 80-100kW, Ø200mm sin cubierta
08-1000016;737,30;267977;Ventilador de tiro completo Hanning 80-100kW, incl. Sopaldor
08-1000017;96,30;267978;Carcasa ventilador tiro Ø180mm para Ziehl-ebm R2E150
08-1000019;289,50;267979;Ventilador de tiro 15-25kW completo incl. carcasa Ø180mm
08-1000028;170,20;267980;Conexión tubo de humos 15-25kW colector gases de humo
08-1000036;191,80;267981;Caperuza ventilador de tiro incl. ventilador R2E150 ab 2001
08-1000064;446,80;267982;Ventilador de tiro30-60kW completo incl. carcasa Ø200mm
08-1000072;166,50;267983;Conexión tubo de humos 40-100kW colector gases de humo
08-1000073;46,50;267984;Pieza ajuste tubo de humos para SZ225,  US80-100kW
08-1000083;162,80;267985;Conexión tubo de humos posterior 40-100kW, Ø200mm, US V
08-1000088;410,60;267986;Caperuza ventilador de tiro incl. Hanning  PE 25-30kW
08-1000094;82,60;267987;Desacoplamiento tubo de humos Ø200 cpl
08-1000099;29,10;267988;Alojamiento sonda Lambda  Rp 3/4´´
08-1000100;83,90;267989;Chapa deflectora gases escape ventilador tiro USP 25-30kW
08-1000107;34,10;267990;Conexión para tubo de humos Ø150
08-1000120;33,00;267991;Chapa deflectora gases escape ventilador tiro USP 10-20kW
08-1000123;62,20;267992;Chapa defl. escape tiro de succión instal. antiguas USP 10-20kW
08-1000130;70,70;267993;Conexión tubo humos Ø130
08-1000135;159,40;267994;Colector de gases de combustión TDS TDS 150kW
08-1000166;16,90;267995;Cubierta ciega RG-Rezi 2x298x298 - negro lacado
08-1000168;323,60;267996;RG-TDS caja de conexiones
08-1000169;42,60;267997;Conexión de tiro de succión RG-Rezi pintada en negro A
08-1000172;49,90;267998;Reducción RG-Rezi negro lacado
08-1000176;50,00;267999;Conexión de tubo de humos RG-Rezi TDS, AD=249m
08-1000189;74,90;272598;Caja de conexión RG-Rezi TDS
08-1000212;170,30;268000;Pieza de conexión tapa cámara de combustión RG-Rezi TDS
08-1000215;191,80;268001;Ventilador de succión para USP y EF 10-20
08-1000216;386,50;268002;Ventilador de succión para USP y EF 25-30
08-1000218;1.038,70;268003;Ventil. tiro succión TDS150 cpl. sin carcasa espiral
08-1000220;448,50;268004;Separador de polvo
08-1000226;81,80;268005;Esquema soldadura conexión tiro de succión TDS 3
08-1000230;82,10;268006;Esquema de soldadura paso tubo de humos SZ pequeño
08-1000232;4,30;268007;Anillo de obturación ventilador tiro de succión
08-1010003;113,80;268008;Placa adaptadora tiro de succión PEQUEÑA
08-1010004;44,30;268009;Conexión del tubo de humos
08-1010029;2,10;268010;Alojamiento para sonda lambda Rp3/4
08-1010034;114,80;268011;Carcasa tiro de succión Ø180
08-1010039;94,50;270969;Carcasa tiro de succión Ø150
08-1010046;6,10;268012;Anillo de obturación ventilador tiro de succión
08-1010047;272,50;268013;Ventilador de succión EF 25-35kW
08-1010048;6,50;270408;
08-1010050;187,30;268014;Ventilador de succión EF 8-22 kW
08-1010081;119,20;269922;
08-1010086;878,50;269923;
08-1010088;18,10;269925;Junta abridada
08-1010101;289,40;269924;
08-1010133;113,40;271078;
08-1010140;81,10;269921;Caja de conexión Rezi WT
08-1010161;6,30;271095;Tapa
08-1010165;170,30;268015;Carcasa espiral R2E210
08-1010178;32,00;268016;Alojamiento para cable bowden Belimo
08-1010195;3,20;272562;Junta
08-1010197;6,90;268017;Junta para carcasa espiral R2E210
08-1010200;160,10;268018;Transición tiro de succión con tapa
08-1010224;34,10;268019;Placa de reequipamiento Rezi
08-1010227;306,60;268020;Ventilador tiro de succión Ø210 compl.
08-1010245;4,50;268021;Junta para carcasa tiro de succión
08-1010262;9,50;270149;
08-1010263;81,20;270532;
08-1010269;107,10;270549;
08-1010275;34,70;270521;
08-1010276;4,40;270148;
08-1010277;2,80;270147;
08-1010278;36,80;270376;
08-1010285;5,20;270146;
08-1010286;91,40;270261;
08-1010308;129,30;270245;
08-1010330;220,50;271005;
08-1010343;55,30;270235;
08-1010359;61,60;270413;
08-1010362;55,70;272599;
08-1010370;73,90;272600;
08-1010377;52,50;272563;
08-1010383;5,90;272601;
08-1010384;16,30;272602;
08-2000001;1.379,20;268022;Ventil. tiro succión TDS150 cpl. incl. carcasa
08-2000002;289,50;268023;Ventilador de tiro de succión Ø150
08-2000003;444,50;268024;Ventilador de tiro de succión Ø180
08-2000004;202,90;270710;Caja de conexiones ReZi tubo de llana PF prem.
08-2000006;157,10;269956;Caja de conexiones ReZi intercambiador de calor 1 PF prem.
08-2000008;201,00;268025;Kit reequip. ventilador tiro de succión sensor efecto Hall
08-2000009;295,20;268026;Kit reequip. ventilador tiro de succión sensor de efecto Hall
08-2000016;95,80;270472;
08-2000021;378,00;271006;
08-2000022;48,10;270429;
08-2000023;328,80;270430;
08-2000024;2.148,40;270431;
08-2000025;102,30;270432;
08-2000026;1.847,00;270433;
08-2000027;464,70;270434;
08-2000028;110,20;270435;
08-2000029;18,10;270436;
08-2000030;12,00;270437;
08-2000031;97,90;270489;
08-2000032;140,40;270379;
08-2000033;190,70;270438;
08-2000034;162,40;270439;
08-2000035;24,10;270440;
08-2000036;84,20;270441;
08-2000037;84,20;270442;
08-2000038;181,40;270490;
08-2000039;72,10;270443;
08-2000040;32,80;270491;
08-2000041;72,10;270444;
08-2000042;115,30;270492;
08-2000043;240,70;270445;
08-2000044;28,90;270448;
08-2000045;81,90;270449;
08-2000046;89,70;270450;
08-2000047;499,20;270451;
08-2000048;571,50;270452;
08-2000049;18,40;270381;
08-2000050;474,00;270453;
08-2000051;535,40;270454;
08-2000052;18,10;270494;
08-2000053;84,20;270455;
08-2000054;231,00;270456;
08-2000055;505,30;270457;
08-2000056;144,40;270458;
08-2000057;120,20;270459;
08-2000058;132,30;270460;
08-2000059;48,10;270461;
08-2000060;583,50;270462;
08-2000061;788,00;270463;
08-2000062;127,50;270464;
08-2000063;139,60;270493;
08-2000064;58,20;270465;
08-2000065;139,60;270466;
08-2000066;235,70;270467;
08-2000067;21,10;270468;
08-2000068;72,10;270469;
08-2000069;541,40;270470;
08-2000070;687,00;270471;
08-2000071;44,50;270446;
08-2000072;50,60;270447;
08-2000110;535,50;271007;
08-2000112;2.074,80;270929;
08-2000113;3.112,60;270930;
09-1000014;11,30;268027;Tornillos de sujección
09-1000017;15,00;268028;Perno de fijación
09-1000023;214,50;268029;Contenedor de ceniza 48 l completo USV 15-25kW
09-1000037;529,10;268030;Contenedor de ceniza completo 65 l canal sinfin angular
09-1000046;91,40;268031;Tapa de cajón de cenizas RAL 6005
09-1000052;11,50;268032;Fijación para contenedor de ceniza USV 30-100kW
09-1000058;112,40;268033;Sinfín de ceniza con agujero US 15-25kW L=1200mm
09-1000062;112,40;268034;Sinfín de ceniza US 15-25kW, L=1160mm
09-1000068;25,90;268035;Adaptador cuadrado sinfín de ceniza
09-1000069;114,60;268036;Sinfín de ceniza con agujero 40-100kW  L=1340mm
09-1000072;25,60;268037;Prolongación sinfín de ceniza USV D 15-100kW
09-1000073;51,10;268038;Prolongación sinfín de ceniza incl. adaptador USV D 15-100kW
09-1000076;34,20;268039;Prolongación sinfín de ceniza USV ZI 15-100kW
09-1000077;61,40;268040;Prolongación sinfín de ceniza incl. adaptador USV ZI 15-100kW
09-1000079;58,00;268041;Prolongación sinfín de ceniza USV V 15-40kW
09-1000080;85,30;268042;Prolongación sinfín de ceniza incl. adaptador USV V 15-100kW
09-1000082;114,60;268043;Sinfín de ceniza sin agujero 40-100kW  L=1300mm
09-1000090;9,80;268044;Estribo portante
09-1000092;54,20;268045;Cubierta contenedor ceniza USP 25-30kW
09-1000094;86,60;268046;Contenedor ceniza USP25-30KW
09-1000098;50,00;268047;Compactación de ceniza 25-30kW
09-1000103;77,20;268048;Sinfín de ceniza L=875mm USP 25-30kW
09-1000105;51,40;268049;Alojamiento contenedor USP 25-30kW
09-1000115;34,30;268050;Cubierta contenedor ceniza USP 10-20kW
09-1000122;25,30;268051;Tubo telescópico contenedor de ceniza cpl. USP extrac. ceniza
09-1000123;86,60;268052;Contenedor ceniza USP10-20KW
09-1000128;50,00;268053;Compactación de ceniza 10-20kW
09-1000144;94,00;268054;Unidad de raspado sistema extracción ceniza  VM USP 10-30kW
09-1000147;61,40;268055;Cubierta motor pared trasera USP 10-30kW
09-1000149;2,50;268056;Sellado eje motor accionamiento ceniza USP
09-1000150;10,60;268057;Casquillo cojinete ID26/AD30 ID26xAD30xD36/3xL=20mm
09-1000151;23,20;268058;Unidad de accionamiento limpiador auto. Extr. cenizas
09-1000157;52,00;268059;Asiento contenedor USP 10-20kW
09-1000164;4,80;268060;Asiento contenedor sellado AD70/ID46 x 8mm
09-1000165;1,60;268061;Aislamiento cubierta frontal USP 10-30kW
09-1000166;1,40;268062;Aislamiento tanque 50x65x135 USP descarga de cenizas
09-1000167;57,80;268063;Sinfín de ceniza L=826mm USP 10-20kW
09-1000171;6,00;268064;Anillo de ajuste AØ38 x IØ22mm, L=10mm
09-1000179;51,10;268065;Cubierta contenedor de ceniza 1x295,4x424,4
09-1000181;21,10;270903;Contenedores Ceniza  Ø12x2 eje L = 487
09-1000182;1,40;270932;Placa de cierre contenedor de ceniza 1x72x102,5
09-1000183;183,70;268066;Contenedor de ceniza USP 10-30 completo
09-1000185;31,90;268067;Chapa de cubierta 1,25x422,6x644
09-1000198;31,50;270964;Recipiente recogedor contenedor de cenizas TDS
09-1000199;10,10;270963;Escuadra de fijación recipiente recogedor de cenizas 2x85x266,
09-1000202;44,30;268068;Aschefangtasse Nachrüst contenedor de ceniza TDS
09-1000215;187,30;268069;Cámara contenedores de cenizas TDS
09-1000229;295,20;268070;Estación de transferencia extracción de ceniza TDS
09-1000234;46,00;268071;Tapa del dispositivo para la protección frente al sobrellenado
09-1000235;1,20;268072;Tapa ciega tubo de Evilion Ø20 L=175
09-1000236;2,60;268073;Tubo de Evilion tubo ascendente Ø20 L=1560
09-1000237;1,90;268074;Tubo de Evilion canal de ceniza Ø20 L=550
09-1000239;633,50;268075;Tonel de ceniza TDS - auto. Extracción automática de cenizas
09-1000240;15,30;268076;Cierre mecanizado auto. Extr. ceniza
09-1000241;1,80;268077;Tubo de Evilion canal de ceniza Ø20 L=830
09-1000245;1.018,50;271027;Canal ascendente TDS - auto. Extracción automática de cenizas
09-1000252;8,60;268078;Tapa ciega 3x180x230
09-1000253;215,60;268079;Canal de ceniza recto L=707 extracción de ceniza
09-1000259;10,30;268080;Soporte de sensor 2x50x79,9
09-1000260;218,20;268081;Canal lateral L = 1007 TDS descarga de cenizas
09-1000263;48,10;268082;Chapa deflectora estación de transferencia
09-1000266;61,40;268083;Brida de apoyo extracción de cenizas
09-1000271;35,80;268084;Tubuladura de conexión tonel de ceniza TDS
09-1000274;85,30;268085;Brida de motor
09-1000279;231,60;268086;Sinfín de ceniza TDS 120-180KW
09-1000287;15,00;268087;Anillo de desplazamiento sinfín de ceniza TDS
09-1000289;243,50;268088;Sinfín alargador recto extracción de ceniza
09-1000294;312,10;268089;Extensión de descarga de cenizas tornillo TDS
09-1000297;578,90;268090;Sinfín ascendente extracción de ceniza
09-1000305;321,80;268091;Sinfín de transporte de ceniza
09-1000308;10,60;268092;Chapa de refuerzo 15x170x50
09-1000309;6,70;268093;Chapa de fijación 5x35x78
09-1000311;15,30;268094;Cierre mecanizado contenedor de ceniza
09-1000313;50,70;268095;Retroadaptación TDS150 - contenedor de cenizas
09-1000314;3,10;268096;Casquillo separador sinfín transp. ceniza Multifire 15-
09-1000325;16,00;268097;Tapa contenedor ceniza cámara de inversión TDS 30
09-1000340;295,20;268098;Esquema soldadura canal transp. ceniza caja de ceniza 60l
09-1010055;46,30;268099;Tornillo ceniza transversal
09-1010086;12,60;268100;Aislamiento motor de ceniza
09-1010095;40,90;268101;Tornillo ceniza trasero (junto motor)
09-1010098;83,50;268102;Tornillo sinfín de ceniza EF
09-1010102;38,60;268103;Chapa guía
09-1010103;141,80;268104;Chapa de cierre
09-1010117;8,60;268105;Junta sinfín de transporte de ceniza
09-1010118;12,00;268106;Brida de motor
09-1010119;9,70;268107;Junta alojamiento de contenedor
09-1010135;27,80;269890;Tapa de contenedor de ceniza
09-1010137;34,10;268108;Eje
09-1010145;3,20;268109;Junta accionamiento sinfín transporte de ceniza
09-1010158;16,70;270003;Tapa para contenedor de ceniza
09-1010169;143,20;270209;sinfín de transporte de ceniza
09-1010176;1,30;270395;Plato de refrigeración
09-1010178;1,10;270419;Disco de presión_parte 1
09-1010179;1,10;270420;Disco de presión_parte 2
09-1010180;2,20;270421;Labio sellante PS_Gylon
09-1010183;8,40;268110;Junta_canal de ceniza
09-1010186;129,50;269961;sinfín de transporte de ceniza
09-1010194;61,20;269986;Dispositivo de fijación
09-1010198;8,20;268111;Escuadra de fijación
09-1010200;19,90;268112;Pieza de presión
09-1010203;20,10;270386;
09-1010204;8,80;269906;Escuadra de fijación_larga
09-1010205;21,70;268113;Pieza de presión_larga
09-1010207;21,70;268114;
09-1010208;140,40;270200;Canal de ceniza largo LTI
09-1010209;129,90;269962;Canal de ceniza corto LTI
09-1010263;16,00;268115;Junta larga canal de ceniza
09-1010264;13,80;268116;Junta corta canal de ceniza
09-1010265;2,30;268117;Manguito de membrana de silicona
09-1010286;121,80;270535;Tapa para contenedor de ceniza
09-1010312;1,40;270397;Junta trasera canal de ceniza
09-1010313;1,40;270396;Junta trasera canal de ceniza
09-1010316;36,80;270000;Tapa de cierre
09-1010322;35,60;269894;Pared separadora AB
09-1010323;2,40;269889;Borde para manguito de membrana
09-1010324;0,60;270394;Disco separador
09-1010325;13,30;270377;Chapa de flotación_ZSB
09-1010420;114,90;270858;
09-1010431;15,80;273287;
09-1010434;143,20;270368;
09-1010441;124,10;270540;
09-1010445;32,50;270878;
09-1010455;103,90;270865;
09-1010457;94,70;270912;
09-1010468;133,70;270365;
09-1010470;2,70;270364;
09-1010471;10,00;270363;
09-1010474;3,30;270867;
09-1010475;16,30;270403;
09-1010477;213,30;270526;
09-1010482;195,10;270539;
09-1010487;2,10;270868;
09-1010493;2,40;270984;
09-1010495;2,60;270637;
09-1010498;7,80;270347;
09-1010499;7,00;270346;
09-1010500;6,50;270801;
09-1010501;44,30;270804;
09-1010502;191,50;270754;
09-1010589;48,00;271054;
09-2000003;53,30;268118;Reequipamiento ruedas caja de ceniza KWB Multifire
09-2000005;93,60;268119;Brida de motor extracción de ceniza
09-2000006;597,40;268120;Contenedor de ceniza Easyfire 2
09-2000007;249,80;268121;Contenedor de ceniza 8-35kW EF2 prem.
09-2000008;306,60;268122;Contenedor de ceniza Confort 8-35kW EF2 prem.
09-2000009;136,20;268123;Kit reequipamiento contenedor de ceniza Comfort
09-2000010;159,00;268124;Carro de transporte del contenedor de ceniza MF2 / PEF+ prem.
09-2000011;414,40;268125;Contenedor de ceniza 20-120kW MF2 prem.
09-2000012;784,50;268126;
09-2000013;840,00;268127;
09-2000016;197,60;268128;Contenedor de ceniza cámara de inversión 240-300kW PF prem.
09-2000017;758,60;268129;
09-2000018;788,80;268130;
09-2000021;641,70;269984;
09-2000024;3.076,50;270925;
09-2000026;3.480,80;271089;
09-2000030;785,30;270321;
09-2000031;813,20;270286;
09-2000032;758,60;270281;
09-2000033;788,90;270280;
09-2000036;160,00;270554;
09-2000037;405,60;270516;
09-2000038;236,30;270479;
09-2000039;69,10;270330;
09-2000040;785,40;270581;
09-2000041;789,50;270473;
09-2000042;736,50;270530;
09-2000043;827,40;270418;
09-2000044;405,60;270714;
09-2000045;162,20;270904;
09-2000046;165,90;270911;
09-2000047;142,80;270798;
09-2000048;724,50;271068;
09-2000051;787,50;271079;
09-2000054;4,70;270918;
09-2000058;264,60;271090;
09-2000059;264,60;271091;
10-1000001;111,80;268131;Llave esférica quemador USP compuerta antiincendio
10-1000002;95,30;268132;Bidón premontado incl. Sensor de nivel 04.08.98
10-1000003;54,60;268133;Bidón premontado incl. Sensor de nivel para TDS
10-1000005;2,20;268134;Arandela de fijación BSK USV 15-100kW
10-1000007;517,70;268135;Compuerta antiincendios antigua cpl. con Belimo
10-1000010;62,70;268136;Tapa para compuerta antiincendios Ø170mm, engomada, hasta 05/99
10-1000020;34,10;268137;Compuerta protectora nueva galv. USD/USZI15-100kW
10-1000023;46,50;268138;Palanca para compuerta antiincendios USD/USZI15-100kW
10-1000036;715,20;268139;Compuerta antiincendio ZSB hasta Junio 2005
10-1000037;766,30;268140;Compuerta antiincendio ZSB desde Junio 2005
10-1000038;93,60;268141;Pieza de paso tubo de caída
10-1000039;63,60;268142;Pieza adaptadora compuerta antiincendios
10-1000042;196,90;268143;Paso sistema de alimentación - esclusa de rueda celular
10-1000046;140,70;268144;Pieza de unión rueda celular BSK
10-1000048;3.340,70;268145;Rueda celular con carcasa y motor adicional
10-1010004;6,40;268146;Anillo de obturación
10-1010072;13,30;270232;Tapa de servicio_canal del cargador G30
10-1010077;23,40;270231;Tapa de servicio_canal del cargador G50
10-1010082;20,80;271031;Bandeja de chapa_cámara ZR G30
10-1010083;90,90;268147;Regleta de corte G30
10-1010085;51,10;268148;Contracuchilla G30
10-1010093;95,30;268149;Regleta de corte_G50
10-1010094;54,60;268150;Contracuchilla_G50
10-1010099;26,80;271030;Recipiente de chapa_G50_cámara rueda celular
10-1010120;3,30;270655;
10-1010122;22,70;270577;
10-1010148;2,30;272590;
10-1010155;5,30;272589;
10-1010156;3,30;272591;
10-1010157;3,60;272592;
10-1010158;2,00;272593;
10-1010159;2,60;272597;
10-2000001;844,60;268151;Esclusa de rueda celular G30 prem.
10-2000002;1.168,10;268152;Esclusa de rueda celular G50 prem.
10-2000003;874,40;268153;Compuerta antiincendios MF2 prem.
10-2000004;2.563,20;270555;
10-2000005;317,50;270316;
10-2000006;357,50;270317;
10-2000008;334,20;270382;
10-2000014;844,20;270978;
10-2000015;1.168,10;270977;
10-2000018;419,00;272526;
10-2000019;608,00;272527;
11-1000001;4,80;268154;Capa de cubierta apoyo cargador 1,5x122x122
11-1000002;205,90;268155;Cubierta para rueda de cadena
11-1000003;87,30;268156;Guía de sinfín de cargador para disp. fresado USV
11-1000004;3,50;268157;Contraláminas de vástago
11-1000006;83,60;269899;Casquillo separador palanca
11-1000007;122,60;268158;Chapa lateral para contenedor ZI
11-1000008;151,70;268159;Chapa lateral para contenedor V 100x510x1,25 sist. alim.
11-1000009;40,90;268160;Carraca 1/2"  preparado
11-1000010;61,00;268161;Carraca 1/2"  completo premontado USZI
11-1000011;78,40;268162;Carraca 1/2"  completo premontado USD
11-1000027;119,80;268163;Palanca accionamiento para planchas deslizantes
11-1000028;200,60;268164;Palanca planchas deslizantes ondulada
11-1000035;47,60;268165;Vástago izq. del contenedor del cargador USZI
11-1000038;47,60;268166;Varilla derecha para contenedor de cargador
11-1000042;255,80;268167;Anillo intermedio USV
11-1000045;260,60;270477;Tapa para contenedor intermedio de 200l
11-1000053;71,50;268168;Tapa de mantenimiento cont. intermedio 200l
11-1000055;1.007,00;268169;Set de contenedor USV incl. Cubierta de llenado
11-1000056;228,30;268170;Tapa
11-1000063;648,90;268171;Cubierta sinfín de la caldera para USV con RA
11-1000068;61,50;268172;Chapa ejecución izquierda para cepillo
11-1000072;61,50;268173;Chapa ejecución derecha para cepillo
11-1000074;136,20;268174;Cubierta de rueda de cadena para USD 15-100kW
11-1000087;78,40;268175;Tapa de inspección con junta USD 15-1
11-1000088;36,20;268176;Tapa lateral de contenedores
11-1000092;69,80;268177;Manguito de conexión para junta cardan
11-1000093;41,30;268178;Junta cardan contenedor de pelets Ø16mm
11-1000098;18,10;268179;Eje accionamiento cadena contenedor
11-1000099;178,20;268180;Soporte cojinete accionamiento cadena
11-1000102;103,60;268181;Sinfín de alimentación USPV L=578mm, Ø50mm
11-1000109;5,70;268182;Placa de aislamiento 400x800x1mm contenedor succión USP 10-30kW
11-1000138;308,30;268183;Contenedor de succión  Ø550mm RAL 1007
11-1000140;326,10;268184;Contenedor de succión desmontable RAL 1007, USP 10-30KW
11-1000150;232,50;268185;Cubierta contenedor
11-1000164;147,00;268186;Cubierta aspiración premontada USP 10-30kW
11-1000166;25,70;268187;Arandela de desacarga de presión galvanizada  10-15µm
11-1000169;0,20;268188;Balancín de vaciado USPG contenedor de aspiración
11-1000170;39,20;268189;Soporte sensor USP 10-30kW
11-1000175;5,80;268190;Lámina de cierre USP 10-30kW
11-1000203;188,60;268191;Tapa de contenedor USP 10-30KW RAL 6005
11-1000214;25,10;268192;Cono precipitado negro embalse 400Liter
11-1000215;66,90;268193;Anillo intermedio solución intermedia USPV y USPGS
11-1000226;85,30;268194;Pieza basculante de vaciado USPB contenedor intermedio
11-1000234;15,30;268195;Refuerzo para contenedor Ø13,5x2,3 L=586mm
11-1000235;71,50;268196;Tapa de contenedor de aspiración
11-1000244;7,80;268197;Brida de conexión  6x113,1x144  galv.
11-1000246;8,60;268198;Brida de fijación BCDU11Z0 6x98x110
11-1000247;21,20;268199;Consola esclusa de rueda giratoria galv. 10-15µm
11-1000248;5,80;268200;Tensor de cadenas Robalon Ø40/Ø10,5  L=25mm
11-1000249;6,20;268201;Tensor de cadenas Robalon vorm.
11-1000255;26,30;268202;Consola para rueda celular BCDU11Z0 6x126x182
11-1000261;204,40;268203;Esclusa de rueda giratoria completo   
11-1000296;46,50;268204;Tapa
11-1000303;1.192,00;268205;Canal cargador TDS
11-1000310;6,30;268206;Soporte para barrera fotoeléctrica 3x40x70 RAL 60
11-1000313;28,50;268207;Tapa 2x186,04x261,02 RAL 6005
11-1000316;3.749,50;268208;Canal cargador incl. BSK 130-150kW PF prem.
11-1000326;686,40;268209;Contenedor tapa USP GS / GL, 2-sistema de tubos
11-1000331;868,90;268210;Consola de contenedor
11-1000339;554,70;268211;Revestimiento trasero
11-1000340;467,90;268212;Revestimiento delantero
11-1000342;20,20;268213;Eje de accionamiento esclusa de rueda celular sistema aspirac.
11-1000344;203,80;269926;Esquema remache brida de motor sistema aspiración US
11-1000347;2.787,90;268214;Canal de cargador 130-150kW PF prem. / unidad de sustitución
11-1000349;2.809,50;268215;Consola contenedor USV disp. succión hasta 100 kW
11-1000350;3.831,10;268216;Canal cargador cpl. TDS240/300kW incl. BSK
11-1000351;2,80;268217;Junta turbina de aspiración pequeña
11-1010011;168,00;268218;Varillaje de empuje izq.
11-1010013;168,00;268219;Varillaje de empuje derecha
11-1010019;69,50;268220;Sección de accionamiento sinfín de descarga de parrilla
11-1010036;2,90;268221;Junta para tapa ciega
11-1010037;4,00;268222;Junta para brida
11-1010039;12,60;268223;Chapa de corte canal cargador
11-1010040;30,60;268224;Soporte barrera de luz
11-1010044;12,60;268225;Soporte de sensor
11-1010048;1,10;268226;Junta soporte de sensor
11-1010052;1,30;268227;Junta soporte barrera fotoeléctrica
11-1010053;3,70;268228;Junta tapa de inspección
11-1010089;3,50;268229;Manguera de PU/L Ø100mm
11-1010104;9,80;268230;Manguera
11-1010105;17,00;268231;Protección acústica contenedor de aspiración
11-1010106;1,20;268232;Junta turbina de aspiración grande
11-1010111;4,40;268233;Protección acústica adaptador
11-1010116;35,80;268234;Rodamiento abridado de cuatro agujeros especial
11-1010123;75,00;268235;Tapa de contenedor de aspiración
11-1010128;8,20;268236;Canal de cables contenedor aspiración
11-1010130;55,70;268237;Tapa de cierre
11-1010132;6,80;268238;Manguera PU L=130mm
11-1010133;20,00;268239;Consola contenedor aspiración revestim.
11-1010139;7,60;268240;Canal de cables contenedor aspiración
11-1010141;8,90;268241;Canal de cables contenedor aspiración
11-1010145;38,60;268242;Tapa del contenedor de almacenamiento
11-1010147;20,50;268243;Chapa protectora
11-1010173;7,00;268244;Junta de brida plana delantera
11-1010174;7,00;268245;Junta de brida plana trasera
11-1010179;17,00;268246;Aislamiento cabezal 300kW
11-1010180;10,00;268247;Aislamiento cabezal 150kW
11-1010182;29,00;268248;Chapa protectora de apoyo
11-1010237;334,30;268249;Tornillo sin fin de alimentación del cargador
11-1010257;8,10;270699;Disco terminal
11-1010259;4,00;268250;Panel de apoyo
11-1010260;21,20;269886;Palanca excéntrica
11-1010275;110,30;269969;
11-1010276;110,40;270639;Revestimiento trasero
11-1010373;1,90;268251;Casquillos guía de apoyo
11-1010375;21,10;268252;
11-1010377;6,80;268253;
11-1010384;87,30;272588;
11-1010399;13,00;270905;
11-1010400;5,50;270550;
11-1010401;10,80;270570;
11-1010412;3,30;270425;
11-1010425;17,30;270404;
11-1010433;27,70;270894;
11-1010435;9,80;270841;
11-1010441;17,30;270843;
11-1010443;26,20;270927;
11-1010444;162,20;270667;
11-1010447;103,90;270692;
11-1010452;55,10;270670;
11-1010455;39,00;270668;
11-1010457;102,80;270669;
11-1010459;18,00;270885;
11-1010469;63,00;270910;
11-1010470;37,90;270641;
11-1010473;9,00;270197;
11-1010478;57,00;271020;
11-1010490;26,00;272573;
11-1010495;162,20;270906;
11-1010516;51,20;271042;
11-1010537;35,70;270882;
11-1010538;35,70;270883;
11-1010541;57,80;270962;
11-1010544;58,40;270884;
11-1010561;28,40;270840;
11-1010566;2,80;270996;
11-1010572;22,10;272567;
11-1010575;13,00;270907;
11-1010576;15,00;270944;
11-2000001;107,00;268254;Varillaje de empuje para reequipamiento contenedor USZI
11-2000002;208,60;268255;Esclusa de rueda celular NUEVA incl. consolas
11-2000005;187,90;268256;Varillaje de empuje para reequipamiento contenedor USV
11-2000007;581,30;268257;Kit reequip. USP sist. aspir. 2 mangueras, paquete básico KWB
11-2000014;698,20;268258;Tapa contenedor USP GS/GL, grande sist. 2 mangueras
11-2000016;613,00;268259;Contenedor para cargador USD, 10 litro
11-2000017;359,90;268260;Contenedor de aspiración 8-12kW EF2 prem.
11-2000018;361,00;268261;Contenedor de aspiración 15-22kW EF2 prem.
11-2000019;362,20;268262;Contenedor de aspiración 25-35kW EF2 prem.
11-2000020;431,50;268263;Turbina de aspiración pequeña EF2
11-2000021;613,00;268264;Turbina de aspiración grande EF2
11-2000022;476,80;268265;Contenedor de almacenamiento 8-35kW EF2 prem.
11-2000023;1.078,50;268266;Contenedor cargador USZI-USK
11-2000024;3.114,70;269992;
11-2000025;4.086,40;268267;Canal cargador incl. BSK 240-300kW PF prem.
11-2000026;647,10;268268;Contenedor de aspiración PEF+ prem.
11-2000027;760,60;268269;Contenedor de almacenamiento 300l
11-2000032;3.632,40;268270;
11-2000038;1.442,80;268271;
11-2000040;641,50;268272;Turbina de aspiración PEF+ prem.
11-2000045;373,20;270651;
11-2000048;3.676,10;270191;
11-2000050;506,10;270892;
11-2000051;3.320,10;270233;
11-2000053;760,60;270720;
11-2000054;632,70;270650;
11-2000055;1.495,70;270632;
11-2000056;3.623,00;270685;
11-2000059;132,00;270544;
11-2000060;46,20;270553;
11-2000061;129,80;270691;
11-2000063;1.442,80;270898;
11-2000064;3.129,00;270986;
11-2000066;3.675,00;271088;
11-2000068;760,60;271039;
11-2000069;42,10;270875;
11-2000070;500,90;271074;
11-2000071;15,30;271029;
11-2000072;114,50;271061;
11-2000074;1.496,30;271072;
11-2000080;30,00;273742;
11-2000081;45,00;273752;
12-1000004;11,00;268273;Lana mineral  30mm cortada 380x1320x30mm.Alu por una cara
12-1000005;37,20;268274;Juego de reparación para tanque de lona
12-1000008;1.001,20;268275;Tanque de lona 1900x1900x1510mm
12-1000009;1.215,80;268276;Tanque de lona 2200x2200x1510mm
12-1000010;1.539,20;268277;Tanque de lona 2800x2800x1510mm
12-1000011;1.164,70;268278;Tanque de lona 1900x2200x1510mm
